business_id,name,address,state,postal_code,stars,city,categories
yhRelsfsb6YxPcwYk1QZjg,The Dean's List,5 Blossom St,MA,02114,3.0,BOSTON,American
y1sfdxrbmE5GKLF29H0NJA,Brinkleys Restaurant & Pub,225 William F McClellan,MA,02128,3.0,BOSTON,American
zdpMWUwg3RqzwDCBg6heQw,Regatta Pub,225 Derby St,MA,01970,3.0,SALEM,American
C4H3Rrggrl8o4YQxKb3J-A,Fountain Place Restaurant,232 Essex St,MA,01970,3.5,SALEM,American
1PqWt8Fo8oUKPiEubX9anw,Uncommon Grounds,575 Mt Auburn St,MA,02472,4.0,WATERTOWN,American
MtlkzKaA94pSZV_o7XHO7g,King Bibis,45 Lexington St,MA,02472,4.0,WATERTOWN,American
8rzcOexs-buukw9pY5rMOg,Orchard Park Grill,208 Waverley Ave,MA,02472,3.5,WATERTOWN,American
gZxmWlGby0AMv1C96Jiu8A,Celebrity Pizza & Dairy Bar,684 Mt Auburn St,MA,02472,4.0,WATERTOWN,American
bYzj6ghZaBEHwgc8ooWlIg,Deag's Local Diner,1261 Park St,MA,02072,4.5,STOUGHTON,American
APd7QLbgWd1_xv6mY6Muhw,Central Street Pizzeria & Grille,37 Dykeman Way,MA,02072,4.0,STOUGHTON,American
9y1oLgvndw0ypajjBO4XHQ,Piezoni's,839 Park St,MA,02072,4.0,STOUGHTON,American
p37kQKzneVOJFWlHmygotw,Miranda Bread 3,358 Washington St,MA,02072,3.0,STOUGHTON,American
gru0-A3-1L--ctddwed4UQ,Wild Willy's,1257 Highland Ave,MA,02492,2.5,NEEDHAM,American
Kh-TSEClPKGLTFwidYv3yA,Fresh Mix,90 Elm St,MA,01923,5.0,DANVERS,American
SvlXLXX6XCBSUcuiwvY2Og,Mama Bear's Pizzeria,61 Franklin St,MA,02169,2.5,QUINCY,American
xB9o1LOYmGc8LLoIou125w,Henry's Root Beer,60 Newport,MA,02169,2.5,QUINCY,American
wCbHW7yKt_g1QOKFBT0iGA,The Clam Box,789 Quincy Shore Dr,MA,02170,3.5,QUINCY,American
LH3GSu8D4kLaIfS0PUryhQ,The South Side Tavern,73 Liberty St,MA,02169,3.5,QUINCY,American
6gR-1KOW7uyvN3TQbWhnOw,LeanWorks,75 Spring St,MA,02132,4.0,ROXBURY,American
V2FtpHF6qjfQjkvSePDHWA,Christo's Pizzeria,1761 Centre St,MA,02132,3.5,ROXBURY,American
s_igbWr6_1Kdga1I3Vqk_A,Friendly's,415 Washington St,MA,02188,1.5,WEYMOUTH,American
oxEIQmFV1nFX9-qZJ7Rs0Q,Leonardo’s Pizzeria,407A Middle St,MA,02189,4.0,WEYMOUTH,American
6LAucNi61zMt3JhC-spzTA,Chili Mango & Lime,336 Washington St,MA,02188,4.5,WEYMOUTH,American
5co-B0RqAHFBNOoKOTeHyQ,Nick's Roast Beef,139 Dodge St,MA,01915,4.5,BEVERLY,American
F2LgwILhinGjVyQ4gVcXKA,The Scotty Dog,437 Rantoul St,MA,01915,4.0,BEVERLY,American
WnTXfeCNo3ZU2NV8KfCSXA,Marika's,199 Cabot St,MA,01915,4.0,BEVERLY,American
dhbXf1S60-dGFAdzW0LkWQ,"Leoni's Pasta & Gourmet Burgers, Pizza",350 Rantoul St,MA,01915,2.5,BEVERLY,American
z3G9-lWuCiL6fIqCdFl8iQ,The Farm Downtown,350 Rantoul St,MA,01915,3.5,BEVERLY,American
_CdFzm-PpdSkKe_WlHSeSA,Marinos Cafe,200 Rantoul St,MA,01915,4.5,BEVERLY,American
DZoeZ2lZ4r3X3rSnMYpnjQ,BurgerWorks,"55 Dodge St, Ste 200",MA,01915,4.0,BEVERLY,American
TtXmEcTu6hg8hxe28Arscg,Mr. Beast Burger,,MA,01915,3.0,BEVERLY,American
m5WddzYXGvsjgvufIv0Eew,Super Sub Shop/Casual Catering,324 Cabot St,MA,01915,4.0,BEVERLY,American
Tm1CyC7cfvFM6jrYfxtfNQ,Great Escape Restaurant,50 St Peter St,MA,01970,3.5,SALEM,American
A2vUEzwiHmf2vm8jy83Q6A,Uncle Charlie's Finer Diner,1496 Main St Rt 18,MA,02190,4.0,WEYMOUTH,American
4ausSlleY_nVHPP8WGhQvA,New York Fried Chicken,1179 N Main St,MA,02368,3.0,RANDOLPH,American
aK02FMCeeIcSpezsvBGEZg,The Real Deal,1882 Centre St,MA,02132,3.5,ROXBURY,American
-8u9P253kZlukUqbDXrPgA,Porter Cafe,1723 Centre St,MA,02132,4.5,ROXBURY,American
8n3O615TFxB38SHVriGJcg,Longboards Restaurant & Bar,72 Wharf St,MA,01970,4.0,SALEM,American
1DTUALpIHGgEK2sjpfHlMA,Vesuvius,2 Paradise Rd,MA,01970,3.0,SALEM,American
OZyxZN4b28N-2Nezv8aaOQ,Mercy Tavern,148 Derby St,MA,01970,4.5,SALEM,American
El7ZdJjv3DiazbuMo4JUEQ,Clam Shack,200 Fort Ave,MA,01970,4.5,SALEM,American
KtUdzgwFhHqOjBH0WwK2Iw,PZA Gourmet Pizza,331 Lafayette St,MA,01970,2.5,SALEM,American
DA3Kp6EUIu30hArcA33UbQ,Village Tavern,"168 Essex St, Ste 100",MA,01970,3.0,SALEM,American
tNKeeIF27W1rbGSO0XSKAQ,Boston Burger Company,133 Washington St,MA,01970,3.5,SALEM,American
iTi0fcU_dUDn6RET3Bn_aQ,Witch's Brew Cafe,156 Derby St,MA,01970,3.0,SALEM,American
BdTXw_Xy7m3Jy25FMVXqSQ,Bob's Surf & Turf,"400 Highland Ave, Ste 19",MA,01970,3.0,SALEM,American
-2a2oFR6bhRlUmehWLX3Sw,Wendys,330 N Main St,MA,02368,2.0,RANDOLPH,American
wK-znmQPMY6iqfRNeyY0bg,Easy Pie,1701 Washington St,MA,02184,3.5,BRAINTREE,American
QaKYHTjR7ZygxaFUskdMEA,Sabur,212 Holland St,MA,02144,4.0,SOMERVILLE,American
raUmaP8y6blFtcvwKryzGw,Mainely Burgers,704 Massachusetts Ave,MA,02139,3.5,CAMBRIDGE,American
q8w8prtrDBgFrTzAl2hW4Q,Boston Burger Company,1105 Massachusetts Ave,MA,02138,3.5,CAMBRIDGE,American
DLNNaJq_rzX85RG_gpatmQ,Museum Market,12 Museum Way,MA,02141,3.0,CAMBRIDGE,American
4y49CSzDlkZB7nkyViZuzg,Pinocchios Pizza & Subs,74 Winthrop St,MA,02138,4.0,CAMBRIDGE,American
4UbaogV4RT2Ip5owTZaLDg,The Friendly Toast - Burlington,"75 Middlesex Tpke, Ste 1015B",MA,01803,4.0,BURLINGTON,American
QWzYxpXRuEy0Yc8qcRUhQw,Rainforest Cafe,95 Mall Rd,MA,01803,2.5,BURLINGTON,American
zNLqOk_ZamwoIqGGogRZbw,BurgerIM,90 Middlesex Turnpike,MA,01803,4.0,BURLINGTON,American
j5o5hpAl7jbYqpOAjxodpQ,Five Guys Burger & Fries,3 Old Concord Rd,MA,01803,3.0,BURLINGTON,American
KfvTQCBsItM1UEzfSW-S7w,Pizza King,147 B Highland Ave,MA,02143,3.0,SOMERVILLE,American
I4PeclAxAwHsBneAFD97CA,Daddy Jones,525 Medford St,MA,02145,4.0,SOMERVILLE,American
U9oG7ZbkQ6MmLjRUmXaIHw,Precinct,70 Union Sq,MA,02143,3.5,SOMERVILLE,American
Rmkvvv94ecLYONJYhdVZQQ,Burger Dive,702 Grand Union Blvd,MA,02145,3.0,SOMERVILLE,American
sT5akrt2x6S7Y8sk0epQ-w,Sassafras,688 Broadway,MA,02144,4.5,SOMERVILLE,American
C2GNAAomM8hqZz45PilQ1g,The Barnacle Restaurant,141 Front St,MA,01945,3.5,MARBLEHEAD,American
aBS2XF2qnqCL_jUbOno4TQ,Giovanni's Pizza & Roast Beef,194 Broadway St,MA,01906,2.5,SAUGUS,American
i5YmaCCuOm6b5_5uilFKtw,Rivershed,35-37 Commercial St,MA,02184,4.5,BRAINTREE,American
HyAAFWO_VEjg-JB4RkO8KQ,Alpha Town Pizza,361 Washington St,MA,02184,3.5,BRAINTREE,American
tJ92t5ZbzuXNkFz6kBUdHA,IQ kitchen,1158 Beacon St,MA,02461,3.0,NEWTON,American
_K2sg7i2gLNnDmGagreMEQ,Four Burgers,704 Massachusetts Ave,MA,02139,3.5,CAMBRIDGE,American
qeALWPPjIHGaXIJYi5t7uA,Riverside Pizza & Seafoods,305 River St,MA,02139,4.0,CAMBRIDGE,American
WFq2lgglSCBETcfoedvbzA,Roxy's Grilled Cheese,292 Massachusetts Ave,MA,02139,4.0,CAMBRIDGE,American
hADEjYNxdlSrU8paiRUzUg,Lizard Lounge,1667 Massachusetts Ave,MA,02138,4.0,CAMBRIDGE,American
qhz_ypl5rVzP-sJ-7t6ctw,The Field,20 Prospect St,MA,02139,3.5,CAMBRIDGE,American
cgjyFCd9KnLLwImvCCocAg,Cafe Anatolia,251 Cambridge St,MA,02141,3.0,CAMBRIDGE,American
TIluXSgqGvtG_0OGDPbw8w,WUBurger Gourmet,1128 Cambridge St,MA,02139,4.5,CAMBRIDGE,American
BAC-9njvQzG9KekYJ2cEWg,Darwin's,1629 Cambridge St,MA,02138,3.5,CAMBRIDGE,American
5Ekp-L6hnnZz3-qPkNHy3g,Napper Tandy's,4195 Washington St,MA,02131,3.5,ROSLINDALE,American
6AzuI31Em-kYjdS9rEf6fQ,I Love Nick's Pizza,4590 Washington St,MA,02131,3.0,ROSLINDALE,American
gyAHbL5C5jdrR8y8tzaC5Q,MrBeast Burger,,MA,02458,1.0,NEWTON,American
RkQNtpQN5amSm7h0h4aUbQ,Boston Tavern,1212 Providence Hwy,MA,02062,3.5,NORWOOD,American
EA10YCkaxzRoCEOB38xv1Q,The Breakfast Club,270 Western Ave,MA,02134,4.0,ALLSTON,American
WndR5f-9KmnE0vWsaw2Pgg,Allston Diner,431 Cambridge St,MA,02134,3.5,ALLSTON,American
rXvj3f1amrGVyp2OK0JRTw,La Befana Pizzeria,15 N Beacon St,MA,02134,4.0,ALLSTON,American
wrLuoIUkT0KYjFODhUYRNw,Boston Wing-It,1153 Commonwealth Ave,MA,02134,3.0,ALLSTON,American
LEBJjdgIaEnHtBQNaii3Iw,Wabora Prime,164 Brighton Ave,MA,02134,4.0,ALLSTON,American
wTLtdWp2UKp7x0yc53dxEQ,Our House,1277 Commonwealth Ave,MA,02134,3.5,ALLSTON,American
vUzvU8mzzz38IbDOXQ4jXg,China Buffet,214 Cabot St,MA,01915,2.5,BEVERLY,American
vxFo_DgKJ7CyhX6C3uu0oA,Pranzi's,352 Boston Ave,MA,02155,3.5,MEDFORD,American
rM0sHlCj-sAr-shZdTsxYQ,Grateful Dedham Diner,573 High St,MA,02026,3.5,DEDHAM,American
lrgGdVjP9iVYOXP-357fsA,CitySide Tavern,1960 Beacon St,MA,02135,3.0,BRIGHTON,American
HpWgxcKA589mnZ_YTUXWOQ,Greenhouse Kitchen Italian Restaurant,435 Faneuil St,MA,02135,4.0,BRIGHTON,American
5O6X5nvVeSuUnaGzzYphqw,Flippin Burgers,216 Sumner St.,MA,02459,3.5,NEWTON,American
y9ciWZ9li7Ni9eN1E1Je_g,MrBeast Burger,,MA,02155,1.5,MEDFORD,American
YdSsBL9ZA-ItpXkFFYBoHg,Iris Restaurant,432 Salem St,MA,02155,3.5,MEDFORD,American
VZTp9M1Uqb9_l-WHsWehfQ,Mad Raven,841 Main St,MA,02451,3.5,WALTHAM,American
9F8-_by7AXe1d3uitgT6gA,NY Pie,934 Moody St,MA,02453,3.5,WALTHAM,American
ZT_xafbgHg3Zj0emqYw5Jg,The Gaff,467 Moody St,MA,02453,4.5,WALTHAM,American
2sv_Enskt7Gt9vXyxlE3aA,On Deck Burger Bar,1 Broadway,MA,02149,3.0,EVERETT,American
pjg-PROJ6IBfPD_ZaUSTBQ,Ferry Street Grille,108 Ferry St,MA,02149,3.5,EVERETT,American
FCt0_tf1KjxLpYR91WoxkA,Favoloso Cafe & Pizzeria,36 Ferry St,MA,02149,2.0,EVERETT,American
ca3flRPI4DNNa-6d9mAfUQ,Raffaele's Ristorante,469 Moody St,MA,02453,3.5,WALTHAM,American
qxIaSGkw5zTrsaprSCBcZw,Kravings Etc,106 Winn St,MA,01801,3.0,WOBURN,American
qzDcqnxum_Vi245MPOcHew,The BrickYard,371 Main St,MA,01801,3.0,WOBURN,American
-WEVjWrhLB_vDmeeuPcN-A,Mike's,106 Winn St,MA,01801,3.0,WOBURN,American
oH8dDv8j1PFlU2gdyT18Dg,Applebee's Grill + Bar,2 Elm St,MA,01801,2.0,WOBURN,American
-gw_eOG4Ef06cLzHsNSW6A,Red Robin Gourmet Burgers and Brews,369 Washington St,MA,01801,2.0,WOBURN,American
EXwNQy60FF3Y4Q5MBvIImQ,WUBurger,880 Main St,MA,01801,4.0,WOBURN,American
n9E36A6-eZEaZ4C_iJByHw,Daddy's Dogs,,MA,02045,2.0,NANTASKET BEACH,American
_26_buN-5WRDsFnIGvto2A,Pizza Express II,529 Main St,MA,01890,3.5,WINCHESTER,American
M_LWUPOK3CfShYltP3KvlA,First House Pub,528 Main St,MA,01890,3.5,WINCHESTER,American
Sy-wm-zoH8PgmEZv0UsUCw,Christie's Restaurant,17 Lynnway,MA,01902,3.5,LYNN,American
uVJZdN8q-nV4sdf7wGP-yA,Tambo 22,22 Adams St,MA,02150,5.0,CHELSEA,American
bAowf0cC1yY9naqNHt9peQ,King of Wings,181 Washington Ave,MA,02150,2.5,CHELSEA,American
-4ZjtE6q2UWcKqdEe96-lA,Paragon Boardwalk,189 Nantasket Ave,MA,02045,3.5,HOLBROOK,American
mpPfw_TdrBhI5ZFVu4lHvA,Rapscallion Kitchen & Bar,208 Fitchburg Turnpike,MA,01742,4.0,CONCORD,American
UFfRu-K2OaFG9Mr_0f3hAQ,Smashburger,203 University Ave,MA,02090,3.0,WESTWOOD,American
iu0yeTfheW3EuRubPvqF7Q,Which Wich?,135 University Ave,MA,02090,3.0,WESTWOOD,American
60XT7z717ItmJ9R_fpDbug,Tri-City Wings & Grill,197 North St,MA,02460,4.0,NEWTON,American
UDjgqTaFRAtm3l0BFa3HDA,The Connection Cafe,40 Union St,MA,02343,3.5,HOLBROOK,American
RAqV1BRcXlrwt1y_5JhZdg,Zaftigs Delicatessen,1298 Worcester St,MA,01760,3.5,NATICK,American
hrfLs5v0kSnUahyrcpN8pw,GG Pizza,90 Providence Hwy,MA,02032,4.0,WALPOLE,American
iL8HX3dCL8gLg2D01qNNLg,Antonella's,744 Broadway,MA,02151,4.0,REVERE,American
KBr-7aQK9_DLpvSut2pQvA,Broadway Pizza,266 Broadway,MA,02151,3.0,REVERE,American
vUpbLwBKL1YiOreQ7p6Vfw,Santorini,376 Revere Beach Blvd,MA,02151,3.5,REVERE,American
tPE6uMwTU4vAchZiGMjVWw,Tomas Burger,570 Broadway,MA,02151,2.5,REVERE,American
rzacTfmyw9a7y_TTdrJNdA,Backwoods Pizza,539 Dudley St,MA,02119,3.0,ROXBURY,American
33Z2plFle9koM43BEUkSPg,Stop and Taste Pizzeria,239 Dudley St,MA,02119,3.0,ROXBURY,American
bdU7yt7g_tUAec30sgmPjw,Mino's Roast Beef,27 Atlantic Ave,MA,01945,3.5,MARBLEHEAD,American
hTvhvFD_OSRpvGCMur6q3A,Krazy Karry's Backyard Grill,319 Broadway,MA,02474,2.5,ARLINGTON,American
GAyqgNRTYZY-LcH8Aa-1wQ,Michael's Place,110 Lowell St,MA,01887,2.5,WILMINGTON,American
90VYsIiVJsbGCr-jJKTSAA,The Habit Burger Grill,196 Ballardvale St,MA,01887,3.0,WILMINGTON,American
iPbKAH4Mp5d_25Fr-xYeQw,As Good As It Gets Cafe,35 Lowell St,MA,01887,4.0,WILMINGTON,American
N60WKZjlSURbFvv1Xih8VA,Mikeys Famous Roast Beef & Seafood,729 Boston Rd,MA,01821,3.0,BILLERICA,American
seMaQ-_ZxBHzOdAHaiogMA,Riverview Restaurant,263 Nashua Rd,MA,01821,3.0,BILLERICA,American
azW19glh8v8ZyUGalMzVLg,Northern Spy,4 Rolling Mill Way,MA,02021,5.0,CANTON,American
4wRwBqvkw8FFagAf8eO44Q,Maine-ly Lobstah,588 Washington St,MA,02021,2.5,CANTON,American
zlPEjGqHAAFgwqMhIjaRsQ,Turnpike Cafe Bar and Grill,958 Turnpike St,MA,02021,4.5,CANTON,American
eOgi3SJIwAuvtdpuXaxgPg,Roasted Peppers,247 Eastern Ave,MA,02148,2.5,MALDEN,American
rlc0j5-sy01iCBfnvAxhNA,Patio On Broadway,80 Broadway,MA,02148,4.5,MALDEN,American
0Ftiwr8k1vf6DPQP9YClQA,Madrona Tree,315 Broadway,MA,02474,3.5,ARLINGTON,American
0cD5d3MT3tZ89NcoULUVLA,Pizza House of Natick,3 Union St,MA,01760,3.0,NATICK,American
FY6FpTdiHaU0eb1cxHh_VA,Casey's Diner,36 South Ave,MA,01760,4.0,NATICK,American
RIIHDDT6jeYZ0EggIRk7TQ,Windy City Pizza,960 Morrissey Blvd,MA,02122,1.5,DORCHESTER,American
_wbPDb-Kdx5BAEU1Yx6uog,Bred,2255 Dorchester Ave,MA,02124,4.0,DORCHESTER,American
zoV-2pOckokrnUWW-yNTzg,Blend,1310 Dorchester Ave,MA,02122,5.0,DORCHESTER,American
IRt67nCzhml87XGD9j2VWA,Adams Corner Café & Butcher,782 Adams St,MA,02122,4.0,DORCHESTER,American
9hPwCTU-K_W0HgSLf4T9Jw,Lee's Burgers,1331 Beacon St,MA,02446,3.5,BROOKLINE,American
XdiWZEp5cTOmvKYesMgufA,Franky 'N the Boys,284 Washington St,MA,02445,3.0,BROOKLINE,American
pPOKMcd-5ha8ZmsenedZQQ,Village Fare Pizza,387 Washington St,MA,02446,3.5,BROOKLINE,American
fUtoqJnqS_mVrXj-LLi0UQ,Best Burger Bar,195 Washington St,MA,02445,3.5,BROOKLINE,American
bD14X8OcKEU-ToxYDBKs6Q,Figaro's,105 Beach St,MA,02111,4.5,BOSTON,American
IxiwjwMSUAYndWvgFAp29w,Buskers Burger Bar,67 Canal St,MA,02114,2.5,BOSTON,American
sM2qzRSMjIGCFWC_6ktfFQ,Slide By Food Truck,196 Quincy St,MA,02125,4.0,BOSTON,American
lYCLCSJBCB9JbTKblCK9RA,Fratellos Pizzeria and Shawarma,563 Washington St,MA,02135,4.0,BOSTON,American
pZnM2vszzlLRo4xXbGDYNQ,UBurger,1022 Commonwealth Ave,MA,02215,4.0,BOSTON,American
__u22aQvXsR6AC_ALXU4CA,The Chicken Bone,1260 Boylston St,MA,02215,3.0,BOSTON,American
dxE9EBO2QeorLDakf1DRcg,Maria's Kitchen,1819-1829 Centre St,MA,02132,4.0,BOSTON,American
oLTZ3i9nBHLwxujWAmoi7Q,Splash Ultra Lounge & Burger Bar,150 Kneeland St,MA,02111,2.5,BOSTON,American
kNXBd_SW0ij7u3UrjCdPcA,New York Pizza -Boston,224 Tremont St,MA,02116,3.0,BOSTON,American
CwGXGWKENxJ6XsvuSPs5oQ,Rice Burg,,MA,02128,3.5,BOSTON,American
lQ7FLkqj5vAGNRyZyQroNw,Victory Pub,1004 Bennington St,MA,02128,3.5,BOSTON,American
mp49Ckxg9r8v5clRMQkX9g,The Astro Diner,151 Belgrade Ave,MA,02131,4.0,BOSTON,American
7ysLZWWRw4swz6x9d6KXwg,Ernesto's,69 Salem St,MA,02113,4.0,BOSTON,American
XK3V6XjaQDuFJKi0WLsNZw,The Kenmore,476 Commonwealth Ave,MA,02215,5.0,BOSTON,American
3sHtQuytlkktze3ETt1BGg,South End Pizza & Grill,772 Tremont St,MA,02118,2.5,BOSTON,American
x3qxMtJq-X6SM3FEG2-rOQ,College Pizza,50 Queensberry St,MA,02215,3.0,BOSTON,American
4XM_h6Gs2EdGGqMg6SXKAg,Stephanie’s,1 Harborside Dr,MA,02128,4.0,BOSTON,American
Je42YeoIWbMUQphd-UsKLA,Paddy O's,33 Union St,MA,02108,3.0,BOSTON,American
PtjiKtL7NSLLkeB85DRpaA,Shake Shack,77 Seaport Blvd,MA,02210,3.0,BOSTON,American
fzpEmlocGIoRy7YdM4Vweg,Daisy Buchanan's,240A Newbury St,MA,02116,2.5,BOSTON,American
ls1AoPuZ4ff3YJMp88W4qg,Alfredo's Italian Kitchen,136 Newbury St,MA,01960,3.5,PEABODY,American
HsvjdApmd-PcHatQCRIiDg,Plum Tomatoes Brick Oven Pizza,145 Summit St,MA,01961,4.5,PEABODY,American
cLPciV45leJzdO69aquYkw,Reach for the Pie,44 Margin St,MA,01960,4.0,PEABODY,American
E1pbhpt7xpsmN4scwV8C3w,Hop + Grind,210 Andover St,MA,03036,4.5,PEABODY,American
d_Rvh4_juxXBmo-squ2x_g,Bonkers Fun House,535 Lowell St,MA,01960,3.0,PEABODY,American
Ec1Q9OwgCRl9_2qcyELQCw,Johnny's Pockets,419 Baker St,MA,02132,4.5,BOSTON,American
FKJx7NMWKgKZFWc4IsvykQ,Quincy's Place,254 S Market St,MA,02109,3.5,BOSTON,American
5Jm8du6LOoQGvGcaDuVj7w,Tasty Burger,145 Dartmouth St,MA,02116,3.0,BOSTON,American
t3QIK-tYoPoM-aIL02yIRw,Unchained Pizza,960 William T Morrissey Blvd,MA,02122,3.0,BOSTON,American
7MVbVw7cUK2HPQO7ee7Qvg,Earl of Sandwich,"1B Charles St, Boston Common, Boston Common",MA,02114,3.5,BOSTON,American
A36yAxx3VqbYUbkGHI8b3Q,Pan Roma Pizzeria & Grill,1026 A Commonwealth,MA,02215,2.5,BOSTON,American
7DZw1LU2428wFiZ5dH2ohw,Decca,"Charlestown Navy Yard, Bldg 10",MA,02129,4.0,BOSTON,American
1tTteHe8JOnqN7W7fcqbKQ,Canestaro Restaurant & Pizzeria,16 Peterborough St,MA,02215,4.0,BOSTON,American
_njO6Ik0Pp_gEg-WolSxfA,Xi'An Street Foods,182 Brighton Ave,MA,02134,3.0,BOSTON,American
j1BOfLyEHaBp7PIeZVjMyw,Mangia Neapolitan Pizzeria,"537 Columbus Ave, Ste A",MA,02118,3.0,BOSTON,American
XzCgcc42Rrg8QIAyJ1YInQ,UBurger,140 Tremont St,MA,02108,3.5,BOSTON,American
SBv8rJfWxGx0FtVZ7s3LKQ,Luigi's,117 Lynnfield St,MA,01960,4.0,PEABODY,American
C5WbX71az-SdNlWt3HEy_g,UBurger,346 Huntington Ave,MA,02115,2.5,BOSTON,American
KdfxJFeS6-TOLyCMw9tsXg,Smashburger,545 Boylston St,MA,02116,4.0,BOSTON,American
kaDPDgrwblwBRK_PWXRFzg,UBurger,16 North St,MA,02109,3.5,BOSTON,American
KbLm8n_ikUMkdx3Lz17u7A,Rondo's Sub Shop,134 W Broadway,MA,02127,4.5,BOSTON,American
WD7pG7IRy_BNfByvN414HA,Boston Beer Garden,734 E Broadway,MA,02127,2.5,BOSTON,American
TDs6wHE-hbS9OhNWq6D5Sg,Mangia Mangia,147 Endicott St,MA,02113,4.5,BOSTON,American
Gx0UVCzWbqeUQpXNZU2ftw,The Quiet Few,331 Sumner St,MA,02128,5.0,BOSTON,American
weU0q3ynxpGmM6c8x9fhaQ,Pat's Place,"15 Francis St, Fl 1, Peter Brent Bldg",MA,02115,4.0,BOSTON,American
e9H_iMXVqdcv9oHFCDJagA,Bar Boulud - Boston,776 Boylston St,MA,02199,3.0,BOSTON,American
aYlIvAqd6cnHX6AGkhjq5Q,Chacarero,101 Arch St,MA,02108,4.0,BOSTON,American
JMBeSK3cv6Y4Xl4hezHSHA,Mainely Burgers,133 Guest St,MA,02135,4.0,BOSTON,American
znHhtyyY_MnAjNR6Mcipdw,University House of Pizza,452 Huntington Ave,MA,02115,3.0,BOSTON,American
Ka6DgN9xdv7u2dUi206HdQ,Tilted Kilt Pub,96 Brookline Ave,MA,02215,2.0,BOSTON,American
lP--mLXE3ea-40d_mDaLQQ,Grass Fed Forest Hills,3698A Washington St,MA,02130,3.5,BOSTON,American
FE1irhDYyfx3PWxR91ZmIQ,Sandwich Express,99 Summer St,MA,02110,4.0,BOSTON,American
w-i1JcbJDuJmoZbGjxBH8w,Charlie's Sandwich Shoppe,"429 Columbus Ave, Ste 1",MA,02116,4.0,BOSTON,American
GvmiATMJkEmUSRpCVRF_-Q,A&B Burgers,115 Beverly St,MA,02114,3.5,BOSTON,American
iQehFXMDq1pveGpJhnSojg,Slugger's Dugout,1 Faneuil Hall Market Pl,MA,02109,3.5,BOSTON,American
xcrLq4klTslbXE5_URhRDw,Scali Cafe,147 Pearl St,MA,02110,3.5,BOSTON,American
pCFTvC1v0B9Wilm8XixKDw,Ziti's Italian Express,140 Tremont St,MA,02111,3.5,BOSTON,American
Ws7XDM3BPmFY1a1ijawvvA,Daddy's Bonetown Burgers,,MA,02116,4.0,BOSTON,American
U84he5XHfpH3UBtfLdAvKg,Ethel and Andy's Sandwich Shop,134 K St,MA,02127,4.5,BOSTON,American
I2lap-CcjxnTYd7CMXKxlQ,Bosburger,1501 Dorchester Ave,MA,02122,4.0,BOSTON,American
odKVI-ghjjZqAOBJJy60-w,Roxy's Grilled Cheese & Burgers,21 Dry Dock Ave,MA,02210,4.5,BOSTON,American
soOEKvUFNf6Yr73LQvkELA,The Place,2 Broad St,MA,02109,2.0,BOSTON,American
hvvN_00hXml61WmEIQc7oQ,Sal's Lunch,31 Thacher St,MA,02113,2.5,BOSTON,American
Nr6bzNBfQX6Fz0p33_Mmww,Griddler's Burgers & Dogs,204 Cambridge St,MA,02114,3.0,BOSTON,American
5HtKXpccv60YtqpjszDGBQ,Roast Beast,1080 Commonwealth Ave,MA,02215,4.5,BOSTON,American
y-GXo1JYDFQwObUXrpxjQg,Craigie Burger,401 Park Dr,MA,02215,3.0,BOSTON,American
7QAJWpcE2y4gjdN4u0F4Lg,Handy Cafe & Catering,554 Columbia Rd,MA,02125,3.0,BOSTON,American
hmjKIczYsHzmsp7HNBmOSg,BASTA Bar and Grill,1166 Washington St,MA,02189,1.5,WEYMOUTH,American
vfDH6L7LjTpeOEzhn5aolA,Piccadilly Pub Restaurants,1050 N Main St,MA,02368,3.0,RANDOLPH,American
GXC14h62D02sxvsNvY5QXQ,The Lodge Bar & Grill,1064 N Main St,MA,02368,2.5,RANDOLPH,American
N_dSuYTenyybj0khXvaqTw,Rick's Cafe,63 Mazzeo Dr,MA,02368,3.0,RANDOLPH,American
HGeqoDuH4JosUAr8UYDu3w,1048 Bar and Grill,1048 N Main St,MA,02368,4.0,RANDOLPH,American
AUi0btdCgk5izXYfKeWxSA,Brothers Deli & Restaurant,283 Derby St,MA,01970,2.5,SALEM,American
XiE-Yyb2kSE53HKjPEoSZA,Sidelines Sportsbar & Grill,105 Canal St,MA,01970,3.5,SALEM,American
BhhxHvaMHOZTG2VVnHBoUg,Brothers Taverna,283 Derby St,MA,01970,3.5,SALEM,American
s9-P22uuerSb_qx6WV7pVA,The Ugly Mug Diner,122 Washington St,MA,01970,4.0,SALEM,American
d7SVn8xcYHq1dEg1gQUEhA,Cupcake Mojo,644 Middle St,MA,02188,4.0,WEYMOUTH,American
dUTCxMzeUdBaf22C0Xm2pQ,Dodge Street Bar & Grill,7 Dodge St,MA,01970,3.0,SALEM,American
lEuxEt3mUStmPyEufIY0gA,Naumkeag Ordinary,118 Washington St,MA,01970,3.5,SALEM,American
RwtYEWrcSOiCouIytzhqbA,New England Soup Factory,140 Washington St,MA,01970,4.0,SALEM,American
NHgGfO5tIB1SsG3xAse2RA,99 Restaurants,15 Bridge St,MA,01970,3.0,SALEM,American
BACHd8-cGFqoav51f9uyQg,The Old Spot,121 Essex St,MA,01970,4.0,SALEM,American
6oSZoFkt0-J7EB7OxkJOpA,Ken's Kickin' Chicken,130 North St,MA,01970,4.0,SALEM,American
N9_8y4NX8rGq56PYXhPV1w,Hawthorne Hotel,18 Washington Square W,MA,01970,4.0,SALEM,American
